"Município";"id_orgao";"Órgão";"Categoria da Receita";"Origem da Receita";"2012";"2013";"2014"
"Francisco Morato";"";"Fundo De Previdencia Social Do Municipio De Francisco Morato";"Receitas Correntes";"Receita de Contribuições";"12.090.579,32";"17.278.346,34";"25.416.708,59"
"Francisco Morato";"";"Fundo De Previdencia Social Do Municipio De Francisco Morato";"Receitas Correntes";"Receita Patrimonial";"12.009.855,59";"-230.031,93";""
"Francisco Morato";"";"Prefeitura Municipal De Francisco Morato";"Receitas Correntes";"Outras Receitas Correntes";"11.761.707,33";"16.440.667,01";"8.879.499,76"
"Francisco Morato";"";"Prefeitura Municipal De Francisco Morato";"Receitas Correntes";"Receita de Contribuições";"992.811,76";"1.362.467,09";"1.273.303,43"
"Francisco Morato";"";"Prefeitura Municipal De Francisco Morato";"Receitas Correntes";"Receita Patrimonial";"697.327,46";"824.134,33";"1.922.743,45"
"Francisco Morato";"";"Prefeitura Municipal De Francisco Morato";"Receitas Correntes";"Receita Tributária";"20.004.006,20";"21.024.800,98";"23.600.798,60"
"Francisco Morato";"";"Prefeitura Municipal De Francisco Morato";"Receitas Correntes";"Transferências Correntes";"138.434.383,97";"160.425.263,99";"164.611.052,32"
"Francisco Morato";"";"Prefeitura Municipal De Francisco Morato";"Receitas de Capital";"Alienação de Bens";"225.000,00";"";""
"Francisco Morato";"";"Prefeitura Municipal De Francisco Morato";"Receitas de Capital";"Transferências de Capital";"8.224.573,29";"13.850.106,16";"6.899.182,17"
"Francisco Morato";"";"Same - Serviço De Assistência Médica De Fco Morato";"Receitas Correntes";"Outras Receitas Correntes";"61.110,54";"10.623,43";"38.853,88"
"Francisco Morato";"";"Same - Serviço De Assistência Médica De Fco Morato";"Receitas Correntes";"Receita Patrimonial";"121.526,85";"97.950,17";"223.203,34"
"Francisco Morato";"";"Same - Serviço De Assistência Médica De Fco Morato";"Receitas Correntes";"Receita Tributária";"59.358,84";"91.124,12";"81.794,65"
"Francisco Morato";"";"Same - Serviço De Assistência Médica De Fco Morato";"Receitas Correntes";"Transferências Correntes";"42.404.900,44";"50.780.482,32";"22.423.398,78"
"Francisco Morato";"";"Same - Serviço De Assistência Médica De Fco Morato";"Receitas de Capital";"Transferências de Capital";"42.588,91";"552.302,37";""
"Franco da Rocha";"";"Prefeitura Municipal De Franco Da Rocha";"Receitas Correntes";"Outras Receitas Correntes";"9.857.016,95";"8.659.673,59";"12.284.490,54"
"Franco da Rocha";"";"Prefeitura Municipal De Franco Da Rocha";"Receitas Correntes";"Receita de Contribuições";"9.072,65";"50,12";"1.897.527,44"
"Franco da Rocha";"";"Prefeitura Municipal De Franco Da Rocha";"Receitas Correntes";"Receita Patrimonial";"598.949,95";"1.202.274,98";"2.184.592,15"
"Franco da Rocha";"";"Prefeitura Municipal De Franco Da Rocha";"Receitas Correntes";"Receita Tributária";"26.507.602,95";"29.001.148,23";"33.229.948,46"
"Franco da Rocha";"";"Prefeitura Municipal De Franco Da Rocha";"Receitas Correntes";"Transferências Correntes";"127.887.288,49";"144.430.523,40";"162.211.444,22"
"Franco da Rocha";"";"Prefeitura Municipal De Franco Da Rocha";"Receitas de Capital";"Alienação de Bens";"5.297.870,40";"";"90.760,00"
"Franco da Rocha";"";"Prefeitura Municipal De Franco Da Rocha";"Receitas de Capital";"Transferências de Capital";"13.635.182,94";"13.591.806,31";"3.932.047,36"
"Franco da Rocha";"";"Seprev - Serv. Municipal De Previdência Social";"Receitas Correntes";"Outras Receitas Correntes";"705.662,00";"334.388,65";"166.430,34"
"Franco da Rocha";"";"Seprev - Serv. Municipal De Previdência Social";"Receitas Correntes";"Receita de Contribuições";"10.535.439,95";"14.373.290,28";"16.430.529,47"
"Franco da Rocha";"";"Seprev - Serv. Municipal De Previdência Social";"Receitas Correntes";"Receita Patrimonial";"11.463.705,55";"95.391,79";"4.206.676,65"
"Gabriel Monteiro";"";"Prefeitura Municipal De Gabriel Monteiro";"Receitas Correntes";"Outras Receitas Correntes";"136.457,23";"100.529,75";"89.669,74"
"Gabriel Monteiro";"";"Prefeitura Municipal De Gabriel Monteiro";"Receitas Correntes";"Receita de Serviços";"12.051,63";"11.290,71";"10.307,50"
"Gabriel Monteiro";"";"Prefeitura Municipal De Gabriel Monteiro";"Receitas Correntes";"Receita Patrimonial";"29.096,29";"24.143,49";"76.698,28"
"Gabriel Monteiro";"";"Prefeitura Municipal De Gabriel Monteiro";"Receitas Correntes";"Receita Tributária";"345.520,15";"452.612,18";"533.253,40"
"Gabriel Monteiro";"";"Prefeitura Municipal De Gabriel Monteiro";"Receitas Correntes";"Transferências Correntes";"8.578.010,58";"9.654.656,28";"10.196.997,27"
"Gabriel Monteiro";"";"Prefeitura Municipal De Gabriel Monteiro";"Receitas de Capital";"Alienação de Bens";"62.810,00";"26.500,00";"38.200,00"
"Gabriel Monteiro";"";"Prefeitura Municipal De Gabriel Monteiro";"Receitas de Capital";"Transferências de Capital";"1.111.327,64";"1.033.586,72";"1.441.010,47"
"Gália";"";"Prefeitura Municipal De Gália";"Receitas Correntes";"Outras Receitas Correntes";"223.369,68";"247.885,75";"191.660,52"
"Gália";"";"Prefeitura Municipal De Gália";"Receitas Correntes";"Receita de Serviços";"26.633,64";"19.421,63";"34.680,15"
"Gália";"";"Prefeitura Municipal De Gália";"Receitas Correntes";"Receita Patrimonial";"52.708,92";"58.301,49";"93.961,86"
"Gália";"";"Prefeitura Municipal De Gália";"Receitas Correntes";"Receita Tributária";"947.607,00";"794.477,66";"1.138.786,09"
"Gália";"";"Prefeitura Municipal De Gália";"Receitas Correntes";"Transferências Correntes";"12.884.393,88";"14.346.839,11";"15.144.215,35"
"Gália";"";"Prefeitura Municipal De Gália";"Receitas de Capital";"Alienação de Bens";"";"";"178.950,00"
"Gália";"";"Prefeitura Municipal De Gália";"Receitas de Capital";"Transferências de Capital";"1.368.504,61";"1.275.467,10";"1.738.615,44"
"Garça";"";"Iapen - Institutop Aposentadoria E Pensoes";"Receitas Correntes";"Outras Receitas Correntes";"1.794.907,51";"4.794.384,79";"2.175.670,81"
"Garça";"";"Iapen - Institutop Aposentadoria E Pensoes";"Receitas Correntes";"Receita de Contribuições";"4.393.034,11";"6.708.523,43";"8.154.909,20"
"Garça";"";"Iapen - Institutop Aposentadoria E Pensoes";"Receitas Correntes";"Receita Patrimonial";"12.106.924,33";"-201.709,03";"7.876.500,10"
"Garça";"";"Prefeitura Municipal De Garça";"Receitas Correntes";"Outras Receitas Correntes";"2.231.362,10";"2.904.965,95";"2.851.145,22"
"Garça";"";"Prefeitura Municipal De Garça";"Receitas Correntes";"Receita de Contribuições";"1.191.473,68";"1.112.860,79";"1.191.363,61"
"Garça";"";"Prefeitura Municipal De Garça";"Receitas Correntes";"Receita de Serviços";"634.281,71";"688.425,90";"655.917,94"
"Garça";"";"Prefeitura Municipal De Garça";"Receitas Correntes";"Receita Patrimonial";"484.329,63";"638.504,82";"1.347.418,24"
"Garça";"";"Prefeitura Municipal De Garça";"Receitas Correntes";"Receita Tributária";"10.085.391,24";"11.011.003,23";"11.986.731,51"
"Garça";"";"Prefeitura Municipal De Garça";"Receitas Correntes";"Transferências Correntes";"58.166.572,94";"66.857.002,64";"71.519.301,28"
"Garça";"";"Prefeitura Municipal De Garça";"Receitas de Capital";"Alienação de Bens";"3.651,00";"43.478,33";"68.551,60"
"Garça";"";"Prefeitura Municipal De Garça";"Receitas de Capital";"Transferências de Capital";"3.636.923,25";"3.205.032,44";"5.014.823,19"
"Garça";"";"Saae - Servico Autonomo De Agua E Esgoto";"Receitas Correntes";"Outras Receitas Correntes";"305.097,90";"377.530,18";"425.947,80"
"Garça";"";"Saae - Servico Autonomo De Agua E Esgoto";"Receitas Correntes";"Receita de Serviços";"7.428.617,37";"7.849.263,55";"8.882.893,20"
"Garça";"";"Saae - Servico Autonomo De Agua E Esgoto";"Receitas Correntes";"Receita Patrimonial";"344.457,49";"364.323,63";"535.678,69"
"Garça";"";"Saae - Servico Autonomo De Agua E Esgoto";"Receitas Correntes";"Receita Tributária";"95.059,78";"123.681,48";"147.112,09"
"Garça";"";"Saae - Servico Autonomo De Agua E Esgoto";"Receitas Correntes";"Transferências Correntes";"13.866,15";"124.800,00";"210.078,73"
"Garça";"";"Saae - Servico Autonomo De Agua E Esgoto";"Receitas de Capital";"Alienação de Bens";"2.153,55";"";""
"Gastão Vidigal";"";"Instituto De Previdencia E Assist Social - Iprem";"Receitas Correntes";"Outras Receitas Correntes";"32,75";"3.832,99";"124.345,19"
"Gastão Vidigal";"";"Instituto De Previdencia E Assist Social - Iprem";"Receitas Correntes";"Receita de Contribuições";"1.084.454,96";"1.302.759,22";"1.764.275,53"
"Gastão Vidigal";"";"Instituto De Previdencia E Assist Social - Iprem";"Receitas Correntes";"Receita Patrimonial";"617.953,92";"292.375,33";"676.392,69"
"Gastão Vidigal";"";"Prefeitura Municipal De Gastão Vidigal";"Receitas Correntes";"Outras Receitas Correntes";"398.007,13";"70.690,98";"103.805,71"
"Gastão Vidigal";"";"Prefeitura Municipal De Gastão Vidigal";"Receitas Correntes";"Receita de Serviços";"3.415,00";"2.716,08";"1.384,80"
"Gastão Vidigal";"";"Prefeitura Municipal De Gastão Vidigal";"Receitas Correntes";"Receita Patrimonial";"31.233,13";"5.909,66";"56.972,68"
"Gastão Vidigal";"";"Prefeitura Municipal De Gastão Vidigal";"Receitas Correntes";"Receita Tributária";"429.999,09";"448.915,52";"587.324,49"
"Gastão Vidigal";"";"Prefeitura Municipal De Gastão Vidigal";"Receitas Correntes";"Transferências Correntes";"9.045.036,14";"10.125.395,19";"11.046.403,37"
"Gastão Vidigal";"";"Prefeitura Municipal De Gastão Vidigal";"Receitas de Capital";"Alienação de Bens";"";"";"191.550,00"
"Gastão Vidigal";"";"Prefeitura Municipal De Gastão Vidigal";"Receitas de Capital";"Transferências de Capital";"937.955,33";"932.609,31";"1.349.798,47"
"Gavião Peixoto";"";"Prefeitura Municipal De Gavião Peixoto";"Receitas Correntes";"Outras Receitas Correntes";"622.906,08";"175.064,16";"380.098,64"
"Gavião Peixoto";"";"Prefeitura Municipal De Gavião Peixoto";"Receitas Correntes";"Receita de Serviços";"154.615,67";"136.026,43";"158.318,42"
"Gavião Peixoto";"";"Prefeitura Municipal De Gavião Peixoto";"Receitas Correntes";"Receita Patrimonial";"26.216,83";"143.742,70";"522.919,75"
"Gavião Peixoto";"";"Prefeitura Municipal De Gavião Peixoto";"Receitas Correntes";"Receita Tributária";"1.747.409,38";"3.094.399,74";"3.496.913,69"
"Gavião Peixoto";"";"Prefeitura Municipal De Gavião Peixoto";"Receitas Correntes";"Transferências Correntes";"18.643.583,00";"23.117.897,64";"21.203.356,91"
"Gavião Peixoto";"";"Prefeitura Municipal De Gavião Peixoto";"Receitas de Capital";"Alienação de Bens";"";"";"107.938,95"
"Gavião Peixoto";"";"Prefeitura Municipal De Gavião Peixoto";"Receitas de Capital";"Transferências de Capital";"953.953,47";"777.247,91";"2.389.052,37"
"General Salgado";"";"Instituto De Previdencia Municipal";"Receitas Correntes";"Outras Receitas Correntes";"1.262.538,07";"1.193.758,77";"842.005,23"
"General Salgado";"";"Instituto De Previdencia Municipal";"Receitas Correntes";"Receita de Contribuições";"2.707.824,33";"2.273.314,51";"2.470.948,64"
"General Salgado";"";"Instituto De Previdencia Municipal";"Receitas Correntes";"Receita Patrimonial";"1.471.334,97";"334.706,24";"1.402.115,64"
"General Salgado";"";"Prefeitura Municipal De General Salgado";"Receitas Correntes";"Outras Receitas Correntes";"1.168.440,51";"895.426,35";"1.235.946,99"
"General Salgado";"";"Prefeitura Municipal De General Salgado";"Receitas Correntes";"Receita Patrimonial";"86.068,08";"90.205,23";"110.472,74"
"General Salgado";"";"Prefeitura Municipal De General Salgado";"Receitas Correntes";"Receita Tributária";"2.198.661,49";"2.655.697,58";"2.635.257,31"
"General Salgado";"";"Prefeitura Municipal De General Salgado";"Receitas Correntes";"Transferências Correntes";"19.750.883,91";"21.647.926,06";"23.440.518,24"
"General Salgado";"";"Prefeitura Municipal De General Salgado";"Receitas de Capital";"Alienação de Bens";"36.750,60";"85.649,64";"61.150,00"
"General Salgado";"";"Prefeitura Municipal De General Salgado";"Receitas de Capital";"Transferências de Capital";"2.879.639,49";"1.396.908,72";""
"Getulina";"";"Prefeitura Municipal De Getulina";"Receitas Correntes";"Outras Receitas Correntes";"855.101,58";"366.001,13";"472.176,28"
"Getulina";"";"Prefeitura Municipal De Getulina";"Receitas Correntes";"Receita de Serviços";"85.909,56";"87.268,33";"225.292,55"
"Getulina";"";"Prefeitura Municipal De Getulina";"Receitas Correntes";"Receita Patrimonial";"60.009,19";"103.259,64";"177.488,45"
"Getulina";"";"Prefeitura Municipal De Getulina";"Receitas Correntes";"Receita Tributária";"1.212.380,61";"1.814.021,89";"1.609.777,44"
"Getulina";"";"Prefeitura Municipal De Getulina";"Receitas Correntes";"Transferências Correntes";"17.811.134,81";"20.252.270,63";"21.386.870,24"
"Getulina";"";"Prefeitura Municipal De Getulina";"Receitas de Capital";"Alienação de Bens";"";"";"16.612,41"
"Getulina";"";"Prefeitura Municipal De Getulina";"Receitas de Capital";"Transferências de Capital";"1.317.408,26";"497.640,29";"1.197.888,87"
"Glicério";"";"Prefeitura Municipal De Glicerio";"Receitas Correntes";"Outras Receitas Correntes";"273.829,27";"278.632,19";"308.194,46"
"Glicério";"";"Prefeitura Municipal De Glicerio";"Receitas Correntes";"Receita de Serviços";"212.752,93";"84.923,62";"19.561,73"
"Glicério";"";"Prefeitura Municipal De Glicerio";"Receitas Correntes";"Receita Patrimonial";"73.776,77";"812.316,96";"142.094,49"
"Glicério";"";"Prefeitura Municipal De Glicerio";"Receitas Correntes";"Receita Tributária";"924.791,26";"1.082.645,68";"1.190.221,30"
"Glicério";"";"Prefeitura Municipal De Glicerio";"Receitas Correntes";"Transferências Correntes";"12.358.982,30";"14.183.865,22";"14.827.971,75"
"Glicério";"";"Prefeitura Municipal De Glicerio";"Receitas de Capital";"Alienação de Bens";"";"48.796,00";"27.900,00"
"Glicério";"";"Prefeitura Municipal De Glicerio";"Receitas de Capital";"Transferências de Capital";"1.270.096,91";"727.351,37";"1.279.437,34"
"Guaiçara";"";"Prefeitura Municipal De Guaicara";"Receitas Correntes";"Outras Receitas Correntes";"1.728.633,60";"2.154.118,89";"785.598,15"
"Guaiçara";"";"Prefeitura Municipal De Guaicara";"Receitas Correntes";"Receita de Contribuições";"273.355,95";"268.582,53";"292.084,90"
"Guaiçara";"";"Prefeitura Municipal De Guaicara";"Receitas Correntes";"Receita de Serviços";"566.571,90";"581.013,67";"669.043,48"
"Guaiçara";"";"Prefeitura Municipal De Guaicara";"Receitas Correntes";"Receita Patrimonial";"353.721,32";"82.605,64";"495.105,57"
"Guaiçara";"";"Prefeitura Municipal De Guaicara";"Receitas Correntes";"Receita Tributária";"1.889.696,22";"2.287.537,52";"3.039.487,47"
"Guaiçara";"";"Prefeitura Municipal De Guaicara";"Receitas Correntes";"Transferências Correntes";"17.573.377,06";"18.920.850,20";"19.795.207,84"
"Guaiçara";"";"Prefeitura Municipal De Guaicara";"Receitas de Capital";"Alienação de Bens";"";"10.000,00";"65.171,00"
"Guaiçara";"";"Prefeitura Municipal De Guaicara";"Receitas de Capital";"Transferências de Capital";"3.104.927,57";"1.340.951,14";"1.399.493,49"
"Guaimbê";"";"Fundo De Aposentadoria E Pensoes De Guaimbe";"Receitas Correntes";"Outras Receitas Correntes";"27.243,28";"92.985,28";"28.710,59"
"Guaimbê";"";"Fundo De Aposentadoria E Pensoes De Guaimbe";"Receitas Correntes";"Receita de Contribuições";"820.082,92";"1.259.015,89";"1.293.387,81"
"Guaimbê";"";"Fundo De Aposentadoria E Pensoes De Guaimbe";"Receitas Correntes";"Receita Patrimonial";"1.142.549,37";"470.436,26";"774.675,72"
"Guaimbê";"";"Prefeitura Municipal De Guaimbê";"Receitas Correntes";"Outras Receitas Correntes";"312.433,41";"422.179,65";"419.499,73"
"Guaimbê";"";"Prefeitura Municipal De Guaimbê";"Receitas Correntes";"Receita de Serviços";"179.472,81";"213.621,26";"230.247,11"
"Guaimbê";"";"Prefeitura Municipal De Guaimbê";"Receitas Correntes";"Receita Patrimonial";"38.868,53";"86.700,43";"135.252,97"
"Guaimbê";"";"Prefeitura Municipal De Guaimbê";"Receitas Correntes";"Receita Tributária";"685.518,42";"1.055.789,56";"973.633,15"
"Guaimbê";"";"Prefeitura Municipal De Guaimbê";"Receitas Correntes";"Transferências Correntes";"11.611.204,39";"13.460.364,74";"14.815.762,32"
"Guaimbê";"";"Prefeitura Municipal De Guaimbê";"Receitas de Capital";"Alienação de Bens";"";"";"32.414,00"
"Guaimbê";"";"Prefeitura Municipal De Guaimbê";"Receitas de Capital";"Transferências de Capital";"1.143.664,58";"313.406,64";"797.745,86"
"Guaíra";"";"Departamento De Esgoto E Agua De Guaira";"Receitas Correntes";"Receita Patrimonial";"47.726,51";"68.691,28";"141.849,56"
"Guaíra";"";"Departamento De Esgoto E Agua De Guaira";"Receitas Correntes";"Outras Receitas Correntes";"611.147,84";"605.748,88";"759.680,03"
"Guaíra";"";"Departamento De Esgoto E Agua De Guaira";"Receitas Correntes";"Receita de Serviços";"4.436.241,45";"4.795.232,11";"4.838.631,61"
"Guaíra";"";"Departamento De Esgoto E Agua De Guaira";"Receitas de Capital";"Transferências de Capital";"11.075,83";"303.587,24";"33.731,92"
"Guaíra";"";"Fundo Municipal De Previdencia Dos Serv. Publ Do Municipio Deguaira";"Receitas Correntes";"Outras Receitas Correntes";"1.585.113,18";"1.290.066,51";"394.311,18"
"Guaíra";"";"Fundo Municipal De Previdencia Dos Serv. Publ Do Municipio Deguaira";"Receitas Correntes";"Receita de Contribuições";"13.501.409,37";"15.553.005,51";"16.682.233,10"
"Guaíra";"";"Fundo Municipal De Previdencia Dos Serv. Publ Do Municipio Deguaira";"Receitas Correntes";"Receita Patrimonial";"9.610.037,82";"";"7.219.017,45"
"Guaíra";"";"Prefeitura Municipal De Guaíra";"Receitas Correntes";"Receita Agropecuária";"35.298,80";"1.922,40";"4.506,00"
"Guaíra";"";"Prefeitura Municipal De Guaíra";"Receitas Correntes";"Outras Receitas Correntes";"3.980.500,62";"5.205.907,52";"2.483.574,86"
"Guaíra";"";"Prefeitura Municipal De Guaíra";"Receitas Correntes";"Receita de Serviços";"27.412,59";"18.959,65";"44.069,15"
"Guaíra";"";"Prefeitura Municipal De Guaíra";"Receitas Correntes";"Receita Patrimonial";"604.613,68";"565.229,40";"906.621,33"
"Guaíra";"";"Prefeitura Municipal De Guaíra";"Receitas Correntes";"Receita Tributária";"11.332.639,82";"12.631.804,09";"14.258.977,87"
